,공고명,회사명,직무,마감일,고용형태,연봉,근무지,학력,기술스택,링크
101,블록체인 디파이 플랫폼 스마트 컨트랙트 전문 개발자,위메이드,"프론트엔드, 웹 풀스택, 블록체인",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,"['Solidity', 'Truffle']",https://programmers.co.kr/job_positions/11924
102,iOS SDK 개발,위메이드,iOS,23년 05월 31일 23:59까지,정규직,,"경기도 성남시 분당구 대왕판교로644번길 49, 2층 201호 전체(삼평동, 코리아벤처타운)",,['iOS'],https://programmers.co.kr/job_positions/11932
103,블록체인 게임 플랫폼 백엔드 개발자,위메이드,"서버/백엔드, 블록체인, 크로스 플랫폼",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,"['Go', 'Java', 'Node.js', 'REST API', 'RPC(Remote Procedure Call)']",https://programmers.co.kr/job_positions/16747
104,블록체인 디파이 플랫폼 백엔드 전문 개발자,위메이드,"서버/백엔드, 블록체인",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,"['C++', 'Java', 'Node.js', 'Go', 'C#']",https://programmers.co.kr/job_positions/11923
105,플랫폼 서버 개발,위메이드,"서버/백엔드, 블록체인",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 분당구 대왕판교로644번길 49, 2층 201호 전체(삼평동, 코리아벤처타운)",,"['Java', 'MySQL', 'REST API']",https://programmers.co.kr/job_positions/11935
106,[전문연구요원 신규편입 & 전직] Software Engineer,업스테이지,"서버/백엔드, 프론트엔드, 웹 풀스택",상시 채용,정규직,,"경기 용인시 수지구 광교중앙로 338, (상현동)",,"['Go', 'JavaScript', 'Ruby on Rails', 'ReactJS', 'Java', 'Vue.js', 'Python', 'Django']",https://programmers.co.kr/job_positions/12682
107,AI R&D 연구원,에너자이,"머신러닝, 인공지능(AI), 임베디드 소프트웨어",23년 05월 31일 14:59까지,정규직,,"대한민국 서울특별시 강남구 테헤란로 431, 6층",,,https://programmers.co.kr/job_positions/17121
108,ML Engineer / Researcher ,에너자이,"머신러닝, 인공지능(AI), 응용 프로그램",23년 05월 31일 14:59까지,정규직,,"대한민국 서울특별시 강남구 테헤란로 431, 6층",,"['Python', 'PyTorch', 'Tensorflow', 'Deep Learning']",https://programmers.co.kr/job_positions/11388
109,딥러닝 개발자,블루닷,"머신러닝, 인공지능(AI)",상시 채용,정규직,,서울 강남구 ,,,https://programmers.co.kr/job_positions/18088
110,반도체 회로 설계 개발자,블루닷,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울 강남구 언주로 527, (역삼동) ",,,https://programmers.co.kr/job_positions/18087
111,비디오 코덱 엔지니어,블루닷,"머신러닝, 인공지능(AI)",상시 채용,정규직,,"서울 강남구 언주로 527, (역삼동) ",,"['C', 'C++']",https://programmers.co.kr/job_positions/18086
112,센서 융합 연구원,모빌테크,인공지능(AI),상시 채용,정규직,,"서울 서초구 마방로4길 16-9, (양재동) ",,"['C', 'C++', 'ROS', 'Linux']",https://programmers.co.kr/job_positions/17428
113,"Senior Software Engineer, Machine Learning, Extended Reality",버킷플레이스(오늘의집),"머신러닝, VR/AR/3D",상시 채용,정규직,,"대한민국 서울특별시 서초구 서초대로74길 4, 삼성생명 서초타워 25층, 27층",,,https://programmers.co.kr/job_positions/14672
114,블록체인 게임 플랫폼 백오피스 프론트엔드 개발자,위메이드,"프론트엔드, 블록체인",23년 05월 31일 23:59까지,정규직,,"경기도 성남시 대왕판교로 644번길 49, 위메이드타워",,"['Socket.IO', 'ReactJS', 'AngularJS', 'Vue.js', 'web3.js']",https://programmers.co.kr/job_positions/17768
115,백엔드 개발자,오지스,"서버/백엔드, 블록체인",상시 채용,정규직,,"서울 영등포구 여의대로 108, (여의도동) 47층",,"['Git', 'Jenkins', 'Node.js', 'Yarn', 'Redis', 'Web3.py', 'MySQL', 'Docker', 'AWS Alexa']",https://programmers.co.kr/job_positions/17933
116,프론트엔드 엔지니어,리드넘버,"프론트엔드, 웹 풀스택",상시 채용,정규직,4000 ~ 15000 만원,"서울 관악구 남부순환로 2072, (남현동) ",,"['ReactJS', 'Node.js', 'Webpack', 'ES6']",https://programmers.co.kr/job_positions/15464
117,[ESTsecurity] 정보보호 백엔드 개발자 (신입/경력),이스트소프트,서버/백엔드,상시 채용,정규직,,"대한민국 서울특별시 서초구 서초3동 반포대로 3, (주)이스트소프트",,,https://programmers.co.kr/job_positions/17750
118,[신규] Unity 3D 클라이언트 프로그래머,5민랩,"모바일 게임, 게임 클라이언트",23년 06월 01일 00:00까지,정규직,,"서울특별시 마포구 양화로 19, 8층 5민랩(합정동, 합정오피스빌딩)",,"['Unity', 'C#', 'Unreal Engine']",https://programmers.co.kr/job_positions/6669
119,[PMC/Isegye 프로젝트] 클라이언트 프로그래머,5민랩,"모바일 게임, 게임 클라이언트",23년 05월 31일 17:24까지,정규직,,"서울 마포구 양화로 19, (합정동) , 8층 5민랩",,"['iOS', 'Android', 'Unity', 'Unreal Engine', 'C++']",https://programmers.co.kr/job_positions/6668
120,벡엔드 엔지니어,룩코,"서버/백엔드, 웹 풀스택",상시 채용,정규직,,"서울 강남구 테헤란로43길 18, (역삼동)  6층",,"['Git', 'Database', 'FastAPI', 'Go', 'Redis']",https://programmers.co.kr/job_positions/12622
121,플랫폼 개발자,샘표식품,"서버/백엔드, 웹 풀스택, ERP",상시 채용,정규직,3000 ~ 9000 만원,"서울 중구 충무로 2, 8층 (필동1가, 매일경제빌딩) ",,"['Java', 'Spring', 'HTML', 'JavaScript', 'CSS', 'jQuery', 'C#', 'Python']",https://programmers.co.kr/job_positions/3766
122,CTI 솔루션 DATA 개발 및 유지보수,넥서스커뮤니티,서버/백엔드,상시 채용,정규직,,"서울 영등포구 여의대로 108, (여의도동) 파크원 타워2 19F",,"['MariaDB', 'Oracle', 'Python', 'Big Data', 'NoSQL', 'Linux']",https://programmers.co.kr/job_positions/17767
123,"시스템 개발자 - 데이터분석 플랫폼 구축/운영,Saas/Cloud",골든플래닛,"데이터 엔지니어링, 시스템/네트워크, 개발PM",상시 채용,정규직,8000 ~ 8000 만원,"서울시 강남구 언주로 535, 골든플래닛 타워(자사 사옥)",,"['Spring', 'Java', 'Google Cloud Platform', 'Data Analysys', 'Big Data', 'Element UI', 'GCP(Google Cloud Platform)', 'SQL', 'Python', 'MySQL', 'Docker', 'C#']",https://programmers.co.kr/job_positions/17763
124,백엔드(Node.js) 개발자,클라썸,서버/백엔드,상시 채용,정규직,,"대한민국 서울특별시 강남구 테헤란로2길 27, 14층",,"['TypeScript', 'NestJS']",https://programmers.co.kr/job_positions/15892
125,앱(React Native) 개발자,클라썸,"프론트엔드, 안드로이드, iOS",상시 채용,정규직,,"대한민국 서울특별시 강남구 테헤란로2길 27, 14층",,"['TypeScript', 'Redux.js', 'React Native']",https://programmers.co.kr/job_positions/15891
